CENTRAL POLLUTION CONTROL BOARD,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,
"Date: Thursday, Feb 22 2024",,,,,,
Time: 02:39:33 PM,,,,,,
State,Delhi,,,,,
City,Delhi,,,,,
Station,"Anand Vihar, Delhi - DPCC",,,,,
Parameter,"PM2.5,PM10,NO,NOx,Benzene",,,,,
AvgPeriod,24 Hours,,,,,
From,05-02-2022T00:00:00Z 00:00,,,,,
To,05-02-2024T00:00:59Z 00:00,,,,,
,,,,,,
"Anand Vihar, Delhi - DPCC",,,,,,
Prescribed Standards, ,0-60,0-100,0-80,0-200,0-5
Exceeding Standards, ,NA,NA,NA,NA,NA
Remarks,,,,,,
From Date,To Date,PM2.5,PM10,NO,NOx,Benzene
28-11-2023 00:00,29-11-2023 00:00,169.16,279.92,38.12,70.5,0.77
29-11-2023 00:00,30-11-2023 00:00,217.91,377.81,115.39,149.75,1.19
30-11-2023 00:00,01-12-2023 00:00,291.44,492.73,127.78,179.28,1.16
01-12-2023 00:00,02-12-2023 00:00,251.65,411.81,77.43,126.96,1.06
02-12-2023 00:00,03-12-2023 00:00,179.39,322.31,131.18,184.58,1.13
03-12-2023 00:00,04-12-2023 00:00,193.3,376.74,161.33,217.25,1.23
04-12-2023 00:00,05-12-2023 00:00,187.22,356.01,121.56,185.92,1.02
05-12-2023 00:00,06-12-2023 00:00,157.64,290.31,95.82,148.72,0.91
06-12-2023 00:00,07-12-2023 00:00,158.24,320.49,175.12,244.18,1.05
07-12-2023 00:00,08-12-2023 00:00,237.86,452.79,221.56,291.01,1.63
08-12-2023 00:00,09-12-2023 00:00,170.48,346.7,166.69,231.76,1.35
09-12-2023 00:00,10-12-2023 00:00,166.21,330.97,126.24,189.08,1.1
10-12-2023 00:00,11-12-2023 00:00,154.74,298.35,130.02,182.44,0.86
11-12-2023 00:00,12-12-2023 00:00,187.22,365.73,206.31,257.82,1.08
12-12-2023 00:00,13-12-2023 00:00,276.96,482.28,166.24,218.18,1.16
13-12-2023 00:00,14-12-2023 00:00,295.25,484.19,146.21,209.91,1.45
14-12-2023 00:00,15-12-2023 00:00,166.71,353.81,186.4,242.8,1.22
15-12-2023 00:00,16-12-2023 00:00,218.42,404.89,190.18,254.09,1.43
16-12-2023 00:00,17-12-2023 00:00,273.96,496.65,206.58,243.1,1.65
17-12-2023 00:00,18-12-2023 00:00,229.57,398.38,161.66,223.74,1.2
18-12-2023 00:00,19-12-2023 00:00,164.31,296.44,91.95,146.39,0.72
19-12-2023 00:00,20-12-2023 00:00,142.61,327.26,113.26,166.82,0.76
20-12-2023 00:00,21-12-2023 00:00,174.68,380.84,138.24,194.58,0.95
21-12-2023 00:00,22-12-2023 00:00,272.74,501.81,115.65,186.69,1.26
22-12-2023 00:00,23-12-2023 00:00,407.44,655.77,183.69,248.5,1.59
23-12-2023 00:00,24-12-2023 00:00,345.06,563.45,150.53,176.72,1.13
24-12-2023 00:00,25-12-2023 00:00,344.67,551.89,185.07,232.29,1.4
25-12-2023 00:00,26-12-2023 00:00,249.62,435.99,150.27,212.51,1.13
26-12-2023 00:00,27-12-2023 00:00,292.16,475.83,99.99,158.94,1.16
27-12-2023 00:00,28-12-2023 00:00,411.96,612.05,56.49,106.66,1.6
28-12-2023 00:00,29-12-2023 00:00,269.48,414.48,38.12,87.79,1.06
29-12-2023 00:00,30-12-2023 00:00,314.18,466.63,42.5,81.3,1.8
30-12-2023 00:00,31-12-2023 00:00,307.65,450.73,40.98,74.45,3.04
31-12-2023 00:00,01-01-2024 00:00,239.31,365.42,42.59,70.03,2.75
01-01-2024 00:00,02-01-2024 00:00,199.56,335.12,38.99,61.65,2.31
02-01-2024 00:00,03-01-2024 00:00,195.91,320.67,46.46,71.07,2.2
03-01-2024 00:00,04-01-2024 00:00,247.44,360.37,69.63,94.41,3.43
04-01-2024 00:00,05-01-2024 00:00,274.06,436.22,91.01,111.79,3.17
05-01-2024 00:00,06-01-2024 00:00,218.28,345.98,66.03,85.1,2.75
06-01-2024 00:00,07-01-2024 00:00,223.3,375.88,69.6,93.07,2.62
07-01-2024 00:00,08-01-2024 00:00,214.33,357.84,64.99,93.11,2.26
08-01-2024 00:00,09-01-2024 00:00,331.12,531.56,81,109.18,3.46
09-01-2024 00:00,10-01-2024 00:00,184.92,304.13,58.07,77.92,2.27
10-01-2024 00:00,11-01-2024 00:00,177.28,301.01,63.68,82.73,1.95
11-01-2024 00:00,12-01-2024 00:00,229.72,375.51,64.65,93.13,2.69
12-01-2024 00:00,13-01-2024 00:00,253.56,394.33,64.67,99.15,3.31
13-01-2024 00:00,14-01-2024 00:00,420.17,609.42,121.99,157.44,4.82
14-01-2024 00:00,15-01-2024 00:00,363.57,574.43,96.19,136.99,5.78
15-01-2024 00:00,16-01-2024 00:00,238.57,405.96,95.11,134.89,3.9
16-01-2024 00:00,17-01-2024 00:00,295.29,409.95,49.65,83,3.69
17-01-2024 00:00,18-01-2024 00:00,226.16,338.07,29.39,61.7,2.47
18-01-2024 00:00,19-01-2024 00:00,199.32,308.96,36.31,66.3,2.53
19-01-2024 00:00,20-01-2024 00:00,207.95,313.08,26.8,54.51,2.71
20-01-2024 00:00,21-01-2024 00:00,198.91,333.6,51.36,82.73,2.65
21-01-2024 00:00,22-01-2024 00:00,212.08,331.76,69.68,98.59,3.31
22-01-2024 00:00,23-01-2024 00:00,238.8,373.23,21.74,50.64,2.04
23-01-2024 00:00,24-01-2024 00:00,256.98,418.2,32.88,69.11,2.65
24-01-2024 00:00,25-01-2024 00:00,286.24,467.91,63.26,97.34,3.69
25-01-2024 00:00,26-01-2024 00:00,263.9,456.6,93.11,130.51,3.66
26-01-2024 00:00,27-01-2024 00:00,383.65,580.15,156.79,191.95,4.76
27-01-2024 00:00,28-01-2024 00:00,201.47,397.72,181.39,211.81,3.46
28-01-2024 00:00,29-01-2024 00:00,312.73,529.27,139.46,166,4.65
29-01-2024 00:00,30-01-2024 00:00,234.3,404.18,49.77,85.64,2.85
30-01-2024 00:00,31-01-2024 00:00,289.84,464.52,84.3,118,4.42
31-01-2024 00:00,01-02-2024 00:00,265.73,349.77,85.39,120.75,3.56
01-02-2024 00:00,02-02-2024 00:00,66.89,99.25,17.8,46.05,1.07
02-02-2024 00:00,03-02-2024 00:00,103.95,200.05,78.89,104.39,1.98
03-02-2024 00:00,04-02-2024 00:00,119.99,372.35,106.66,146.17,3.38
04-02-2024 00:00,05-02-2024 00:00,140.93,239.51,63.18,95.16,3.68
05-02-2024 00:00,05-02-2024 00:00,76,123,4.1,30,1.7
